[08:16:34] INFO: [32mPreparing to start...[0m
[08:16:34] INFO: [32mSocat not enabled[0m
[08:16:34] ERROR: [35mGot unexpected response from the API: Service not enabled[0m
[08:16:34] ERROR: [35mFailed to get services from Supervisor API[0m
[08:16:34] INFO: [32mStarting Zigbee2MQTT...[0m
Starting Zigbee2MQTT without watchdog.
[2026-09-02 08:16:36] [32minfo[39m: 	z2m: Logging to console, file (filename: log.log)
[2026-09-02 08:54:02] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerMain', payload '{"current_a":0,"current_b":1.257,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerMain","hardwareVersion":1,"ieeeAddr":"0xa4c1381647fb6fe1","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":23144,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":758.06,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":108,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":156,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":241.5,"voltage_b":240.1,"voltage_c":237.3}'
[2026-09-02 08:54:03] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallPIRSensorBedroomAdvanced', payload '{"battery":30,"device":{"applicationVersion":151,"dateCode":"05012026","friendlyName":"HallPIRSensorBedroomAdvanced","hardwareVersion":1,"ieeeAddr":"0xa4c138da26407e17","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZM","networkAddress":33893,"powerSource":"Battery","softwareBuildID":"0105012026","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"illuminance":2808,"indicator":"ON","linkquality":136,"motion_detection_mode":"pir_and_radar","motion_detection_sensitivity":4,"motion_state":"large","presence":true,"static_detection_distance":3,"static_detection_sensitivity":4}'
[2026-09-02 08:54:03] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallPIRSensorMain', payload '{"battery":100,"battery_low":false,"device":{"applicationVersion":75,"dateCode":"","friendlyName":"HallPIRSensorMain","hardwareVersion":1,"ieeeAddr":"0xa4c13812aebbdaa0","manufacturerID":4417,"manufacturerName":"_TZ3040_o4mkahkc","model":"ZP01","networkAddress":24729,"powerSource":"Battery","stackVersion":0,"type":"EndDevice","zclVersion":3},"linkquality":136,"occupancy":true,"tamper":false,"voltage":2900}'
[2026-09-02 08:54:03] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerMain', payload '{"current_a":0,"current_b":1.257,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerMain","hardwareVersion":1,"ieeeAddr":"0xa4c1381647fb6fe1","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":23144,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":758.06,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":104,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":156,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":241.5,"voltage_b":240.1,"voltage_c":237.3}'
[2026-09-02 08:54:04] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/WRSocketWindowRightL', payload '{"child_lock":null,"countdown":0,"current":0,"device":{"applicationVersion":77,"dateCode":"","friendlyName":"WRSocketWindowRightL","hardwareVersion":1,"ieeeAddr":"0xa4c138793505c5cc","manufacturerID":4417,"manufacturerName":"_TZ3000_b28wrpvx","model":"TS011F_plug_1_2","networkAddress":37186,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":3.93,"identify":null,"indicator_mode":null,"linkquality":108,"power":0,"power_outage_memory":null,"state":"OFF","switch_type_button":null,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":233}'
[2026-09-02 08:54:04] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/WRSocketWindowRightL', payload '{"child_lock":null,"countdown":0,"current":0,"device":{"applicationVersion":77,"dateCode":"","friendlyName":"WRSocketWindowRightL","hardwareVersion":1,"ieeeAddr":"0xa4c138793505c5cc","manufacturerID":4417,"manufacturerName":"_TZ3000_b28wrpvx","model":"TS011F_plug_1_2","networkAddress":37186,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":3.93,"identify":null,"indicator_mode":null,"linkquality":112,"power":0,"power_outage_memory":null,"state":"OFF","switch_type_button":null,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":234}'
[2026-09-02 08:54:04] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerMain', payload '{"current_a":0,"current_b":1.257,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerMain","hardwareVersion":1,"ieeeAddr":"0xa4c1381647fb6fe1","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":23144,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":758.06,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":104,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":156,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":241.5,"voltage_b":240.1,"voltage_c":237.3}'
[2026-09-02 08:54:04] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":104,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 08:54:05] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":100,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 08:54:05] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIREntrance', payload '{"battery":100,"device":{"applicationVersion":145,"friendlyName":"LivingRoomPIREntrance","hardwareVersion":1,"ieeeAddr":"0xa4c1381b8b4eff23","manufacturerID":4742,"manufacturerName":"_TZE200_3towulqd","model":"ZG-204ZL","networkAddress":48812,"powerSource":"Battery","softwareBuildID":"0122052017","stackVersion":2,"type":"EndDevice","zclVersion":3},"illuminance":2484,"illuminance_interval":60,"keep_time":"10","linkquality":104,"occupancy":false,"sensitivity":"high"}'
[2026-09-02 08:54:06] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerMain', payload '{"current_a":0,"current_b":1.257,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerMain","hardwareVersion":1,"ieeeAddr":"0xa4c1381647fb6fe1","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":23144,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":758.06,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":108,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":156,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":241.5,"voltage_b":240.1,"voltage_c":237.3}'
[2026-09-02 08:54:06] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIREntrance', payload '{"battery":100,"device":{"applicationVersion":145,"friendlyName":"LivingRoomPIREntrance","hardwareVersion":1,"ieeeAddr":"0xa4c1381b8b4eff23","manufacturerID":4742,"manufacturerName":"_TZE200_3towulqd","model":"ZG-204ZL","networkAddress":48812,"powerSource":"Battery","softwareBuildID":"0122052017","stackVersion":2,"type":"EndDevice","zclVersion":3},"illuminance":2488,"illuminance_interval":60,"keep_time":"10","linkquality":104,"occupancy":false,"sensitivity":"high"}'
[2026-09-02 08:54:07] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":100,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 08:54:07] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/BedroomCabinetHumidityTempL0', payload '{"battery":107,"device":{"applicationVersion":72,"dateCode":"","friendlyName":"BedroomCabinetHumidityTempL0","hardwareVersion":1,"ieeeAddr":"0xa4c138a67b88f8ac","manufacturerID":4417,"manufacturerName":"_TZE200_locansqn","model":"TH01Z","networkAddress":1207,"powerSource":"Battery","stackVersion":0,"type":"EndDevice","zclVersion":3},"humidity":57,"humidity_alarm":null,"humidity_report_interval":120,"humidity_sensitivity":6,"linkquality":144,"max_humidity":69,"max_temperature":39,"min_humidity":20,"min_temperature":0,"temperature":22.8,"temperature_alarm":null,"temperature_report_interval":120,"temperature_sensitivity":0.6,"temperature_unit_convert":"celsius"}'
[2026-09-02 08:54:07] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerMain', payload '{"current_a":0,"current_b":1.257,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerMain","hardwareVersion":1,"ieeeAddr":"0xa4c1381647fb6fe1","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":23144,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":758.06,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":100,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":156,"power_c":0,"state":"ON","temperature":21,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":241.5,"voltage_b":240.1,"voltage_c":237.3}'
[2026-09-02 08:54:08] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallEntranceIlluminance', payload '{"battery":50,"device":{"applicationVersion":151,"dateCode":"26022026","friendlyName":"HallEntranceIlluminance","hardwareVersion":1,"ieeeAddr":"0xa4c1386c6faff53b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-106Z","networkAddress":28272,"powerSource":"Battery","softwareBuildID":"0126022026","stackVersion":2,"type":"EndDevice","zclVersion":3},"illuminance":19,"linkquality":100,"voltage":2700}'
[2026-09-02 08:54:09] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallPIRSensorEntrance', payload '{"battery":100,"device":{"applicationVersion":145,"friendlyName":"HallPIRSensorEntrance","hardwareVersion":1,"ieeeAddr":"0xa4c138adb5fa215f","manufacturerID":4742,"manufacturerName":"_TZE200_3towulqd","model":"ZG-204ZL","networkAddress":19016,"powerSource":"Battery","softwareBuildID":"0122052017","stackVersion":2,"type":"EndDevice","zclVersion":3},"illuminance":1932,"illuminance_interval":60,"keep_time":"10","linkquality":96,"occupancy":false,"sensitivity":"high"}'
[2026-09-02 08:54:10] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallPIRSensorEntrance', payload '{"battery":100,"device":{"applicationVersion":145,"friendlyName":"HallPIRSensorEntrance","hardwareVersion":1,"ieeeAddr":"0xa4c138adb5fa215f","manufacturerID":4742,"manufacturerName":"_TZE200_3towulqd","model":"ZG-204ZL","networkAddress":19016,"powerSource":"Battery","softwareBuildID":"0122052017","stackVersion":2,"type":"EndDevice","zclVersion":3},"illuminance":1930,"illuminance_interval":60,"keep_time":"10","linkquality":96,"occupancy":false,"sensitivity":"high"}'
[2026-09-02 08:54:11] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lights Hall', payload '{"brightness":128,"color":{"h":25,"hue":25,"s":95,"saturation":95,"x":0.5267,"y":0.4133},"color_mode":"color_temp","color_temp":153,"state":"ON"}'
[2026-09-02 08:54:11] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBulb2', payload '{"brightness":128,"color_mode":"color_temp","color_power_on_behavior":null,"color_temp":153,"device":{"applicationVersion":112,"friendlyName":"HallBulb2","hardwareVersion":0,"ieeeAddr":"0xa4c13805fc0dacfb","manufacturerID":4107,"manufacturerName":"_TZ3210_mja6r5ix","model":"TS0505B_1_1","networkAddress":14302,"powerSource":"Mains (single phase)","softwareBuildID":"z.1.0","stackVersion":2,"type":"Router","zclVersion":3},"do_not_disturb":null,"effect":null,"linkquality":104,"state":"ON"}'
[2026-09-02 08:54:11] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lights  All', payload '{"brightness":128,"color":{"h":27,"hue":27,"s":92,"saturation":92,"x":0.5056,"y":0.4152},"color_mode":"color_temp","color_temp":153,"state":"ON"}'
[2026-09-02 08:54:12] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lights Hall Entrance', payload '{"brightness":128,"color":{"h":25,"hue":25,"s":95,"saturation":95,"x":0.5267,"y":0.4133},"color_mode":"color_temp","color_temp":153,"state":"ON"}'
[2026-09-02 08:54:12] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lights Hall All', payload '{"brightness":128,"color":{"h":25,"hue":25,"s":95,"saturation":95,"x":0.5267,"y":0.4133},"color_mode":"color_temp","color_temp":153,"state":"ON"}'
[2026-09-02 08:54:12] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lights Bulbs Entrance', payload '{"brightness":128,"color":{"h":25,"hue":25,"s":95,"saturation":95,"x":0.5267,"y":0.4133},"color_mode":"color_temp","color_temp":153,"state":"ON"}'
[2026-09-02 08:54:12] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBulb2', payload '{"brightness":128,"color_mode":"color_temp","color_power_on_behavior":null,"color_temp":153,"device":{"applicationVersion":112,"friendlyName":"HallBulb2","hardwareVersion":0,"ieeeAddr":"0xa4c13805fc0dacfb","manufacturerID":4107,"manufacturerName":"_TZ3210_mja6r5ix","model":"TS0505B_1_1","networkAddress":14302,"powerSource":"Mains (single phase)","softwareBuildID":"z.1.0","stackVersion":2,"type":"Router","zclVersion":3},"do_not_disturb":null,"effect":null,"linkquality":104,"state":"ON"}'
[2026-09-02 08:54:12] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBulb2', payload '{"brightness":128,"color_mode":"color_temp","color_power_on_behavior":null,"color_temp":153,"device":{"applicationVersion":112,"friendlyName":"HallBulb2","hardwareVersion":0,"ieeeAddr":"0xa4c13805fc0dacfb","manufacturerID":4107,"manufacturerName":"_TZ3210_mja6r5ix","model":"TS0505B_1_1","networkAddress":14302,"powerSource":"Mains (single phase)","softwareBuildID":"z.1.0","stackVersion":2,"type":"Router","zclVersion":3},"do_not_disturb":null,"effect":null,"linkquality":100,"state":"ON"}'
