lines=1251 (prefix='23:0')
[2026-09-04 23:06:03] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:06:56] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:56] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 5 with groupID 0
[2026-09-04 23:06:56] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:56] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":1}' from endpoint 2 with groupID 0
[2026-09-04 23:06:56] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:56] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_press'
[2026-09-04 23:06:57] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandOn', cluster 'genOnOff', data '{}' from endpoint 2 with groupID 0
[2026-09-04 23:06:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_on'
[2026-09-04 23:06:57] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":0}' from endpoint 2 with groupID 0
[2026-09-04 23:06:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_release'
[2026-09-04 23:06:58] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:58] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:58] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:58] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:06:58] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:58] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:58] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":1}' from endpoint 5 with groupID 0
[2026-09-04 23:06:58] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:58] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":1}' from endpoint 2 with groupID 0
[2026-09-04 23:06:58] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:58] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_press'
[2026-09-04 23:06:59] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandMoveWithOnOff', cluster 'genLevelCtrl', data '{"movemode":0,"rate":44}' from endpoint 2 with groupID 0
[2026-09-04 23:06:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_brightness_move_up'
[2026-09-04 23:06:59] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":2}' from endpoint 2 with groupID 0
[2026-09-04 23:06:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_long_press'
[2026-09-04 23:07:00] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:00] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:00] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:00] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:00] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:00] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 4 with groupID 0
[2026-09-04 23:07:00] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:00] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:07:00] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status…
[2026-09-04 23:07:01] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:07:01] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:01] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 5 with groupID 0
[2026-09-04 23:07:01] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:01] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:07:01] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status…
[2026-09-04 23:07:01] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":1}' from endpoint 5 with groupID 0
[2026-09-04 23:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:01] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandStopWithOnOff', cluster 'genLevelCtrl', data '{}' from endpoint 2 with groupID 0
[2026-09-04 23:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_brightness_stop'
[2026-09-04 23:07:01] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":0}' from endpoint 2 with groupID 0
[2026-09-04 23:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_release'
[2026-09-04 23:07:02] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandStopWithOnOff', cluster 'genLevelCtrl', data '{}' from endpoint 2 with groupID 25
[2026-09-04 23:07:02] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:02] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_brightness_stop'
[2026-09-04 23:07:02] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:07:02] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:03] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:03] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:03] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:03] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:03] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:07:03] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 4 with groupID 0
[2026-09-04 23:07:03] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:03] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:07:03] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status…
[2026-09-04 23:07:03] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:07:03] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:03] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 5 with groupID 0
[2026-09-04 23:07:03] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:07:03] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:07:03] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status…
[2026-09-04 23:07:03] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":1}' from endpoint 5 with groupID 0
[2026-09-04 23:07:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:05] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 5 with groupID 0
[2026-09-04 23:07:07] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":1}' from endpoint 5 with groupID 0
[2026-09-04 23:07:07] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:07:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/health', payload '{"response_time":1788556036961,"os":{"load_average":[0.7,0.54,0.36],"memory_used_mb":2501.88,"memory_percent":62.6552},"process":{"uptime_sec":10805,"memory_used_mb":226.14,"memory_percent":5.6634},"mqtt":{"connected":true,…
[2026-09-04 23:07:28] debug: 	z2m:mqtt: Received MQTT message on 'zigbee2mqtt/bridge/request/device/unbind' with data '{"clusters":["genOnOff","genLevelCtrl"],"from":"0xa4c13843a9d40f85","from_endpoint":"2","to":25,"to_endpoint":null,"transaction":"xtwxe-1"}'
[2026-09-04 23:07:28] debug: 	z2m: unbinding cluster 'genOnOff' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:28] debug: 	zh:controller:endpoint: Unbind 0xa4c13843a9d40f85/2 genOnOff from '25'
[2026-09-04 23:07:28] debug: 	zh:ember: ~~~> [ZDO UNBIND_REQUEST UNICAST to=0xa4c13843a9d40f85:17007 messageTag=54 payload=36850fd4a94338c1a4020600011900]
[2026-09-04 23:07:28] info: 	z2m: Successfully unbound cluster 'genOnOff' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:28] debug: 	z2m: unbinding cluster 'genLevelCtrl' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:28] debug: 	zh:controller:endpoint: Unbind 0xa4c13843a9d40f85/2 genLevelCtrl from '25'
[2026-09-04 23:07:28] debug: 	zh:ember: ~~~> [ZDO UNBIND_REQUEST UNICAST to=0xa4c13843a9d40f85:17007 messageTag=55 payload=37850fd4a94338c1a4020800011900]
[2026-09-04 23:07:29] info: 	z2m: Successfully unbound cluster 'genLevelCtrl' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:29] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/unbind', payload '{"data":{"clusters":["genOnOff","genLevelCtrl"],"failed":[],"from":"0xa4c13843a9d40f85","from_endpoint":"2","to":25,"to_endpoint":null},"status":"ok","transaction":"xtwxe-1"}'
[2026-09-04 23:07:42] debug: 	z2m:mqtt: Received MQTT message on 'zigbee2mqtt/bridge/request/device/bind' with data '{"clusters":["genOnOff","genLevelCtrl"],"from":"0xa4c13843a9d40f85","from_endpoint":"2","to":25,"to_endpoint":null,"transaction":"xtwxe-2"}'
[2026-09-04 23:07:42] debug: 	z2m: binding cluster 'genOnOff' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:42] debug: 	zh:controller:endpoint: Bind 0xa4c13843a9d40f85/2 genOnOff from '25'
[2026-09-04 23:07:42] debug: 	zh:ember: ~~~> [ZDO BIND_REQUEST UNICAST to=0xa4c13843a9d40f85:17007 messageTag=56 payload=38850fd4a94338c1a4020600011900]
[2026-09-04 23:07:42] debug: 	zh:ember:ezsp: ezspIncomingRouteRecordHandler: source=17007 sourceEui=0xa4c13843a9d40f85 lastHopLqi=76 lastHopRssi=-81 relayCount=1 relayList=25021
[2026-09-04 23:07:42] info: 	z2m: Successfully bound cluster 'genOnOff' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:42] debug: 	z2m: binding cluster 'genLevelCtrl' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:42] debug: 	zh:controller:endpoint: Bind 0xa4c13843a9d40f85/2 genLevelCtrl from '25'
[2026-09-04 23:07:42] debug: 	zh:ember: ~~~> [ZDO BIND_REQUEST UNICAST to=0xa4c13843a9d40f85:17007 messageTag=57 payload=39850fd4a94338c1a4020800011900]
[2026-09-04 23:07:44] info: 	z2m: Successfully bound cluster 'genLevelCtrl' from 'LivingRoomMainDimmer' to 'Kitchen Table Bulbs'
[2026-09-04 23:07:44] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/bind', payload '{"data":{"clusters":["genOnOff","genLevelCtrl"],"failed":[],"from":"0xa4c13843a9d40f85","from_endpoint":"2","to":25,"to_endpoint":null},"status":"ok","transaction":"xtwxe-2"}'
lines=0 (prefix='23:1')
